Imagepath,Label
../VegetableImages/test/Bean/0001.jpg,0
../VegetableImages/test/Bean/0002.jpg,0
../VegetableImages/test/Bean/0003.jpg,0
../VegetableImages/test/Bean/0004.jpg,0
../VegetableImages/test/Bean/0005.jpg,0
../VegetableImages/test/Bean/0006.jpg,0
../VegetableImages/test/Bean/0007.jpg,0
../VegetableImages/test/Bean/0008.jpg,0
../VegetableImages/test/Bean/0009.jpg,0
../VegetableImages/test/Bean/0010.jpg,0
../VegetableImages/test/Bean/0011.jpg,0
../VegetableImages/test/Bean/0012.jpg,0
../VegetableImages/test/Bean/0013.jpg,0
../VegetableImages/test/Bean/0014.jpg,0
../VegetableImages/test/Bean/0015.jpg,0
../VegetableImages/test/Bean/0016.jpg,0
../VegetableImages/test/Bean/0017.jpg,0
../VegetableImages/test/Bean/0018.jpg,0
../VegetableImages/test/Bean/0019.jpg,0
../VegetableImages/test/Bean/0021.jpg,0
../VegetableImages/test/Bean/0022.jpg,0
../VegetableImages/test/Bean/0100.jpg,0
../VegetableImages/test/Bean/0101.jpg,0
../VegetableImages/test/Bean/0102.jpg,0
../VegetableImages/test/Bean/0103.jpg,0
../VegetableImages/test/Bean/0104.jpg,0
../VegetableImages/test/Bean/0105.jpg,0
../VegetableImages/test/Bean/0106.jpg,0
../VegetableImages/test/Bean/0107.jpg,0
../VegetableImages/test/Bean/0108.jpg,0
../VegetableImages/test/Bean/0109.jpg,0
../VegetableImages/test/Bean/0110.jpg,0
../VegetableImages/test/Bean/0111.jpg,0
../VegetableImages/test/Bean/0112.jpg,0
../VegetableImages/test/Bean/0113.jpg,0
../VegetableImages/test/Bean/0114.jpg,0
../VegetableImages/test/Bean/0115.jpg,0
../VegetableImages/test/Bean/0116.jpg,0
../VegetableImages/test/Bean/0118.jpg,0
../VegetableImages/test/Bean/0119.jpg,0
../VegetableImages/test/Bean/0120.jpg,0
../VegetableImages/test/Bean/0121.jpg,0
../VegetableImages/test/Bean/0122.jpg,0
../VegetableImages/test/Bean/0123.jpg,0
../VegetableImages/test/Bean/0124.jpg,0
../VegetableImages/test/Bean/0125.jpg,0
../VegetableImages/test/Bean/0126.jpg,0
../VegetableImages/test/Bean/0127.jpg,0
../VegetableImages/test/Bean/0128.jpg,0
../VegetableImages/test/Bean/0129.jpg,0
../VegetableImages/test/Bean/0130.jpg,0
../VegetableImages/test/Bean/0131.jpg,0
../VegetableImages/test/Bean/0132.jpg,0
../VegetableImages/test/Bean/0133.jpg,0
../VegetableImages/test/Bean/0134.jpg,0
../VegetableImages/test/Bean/0135.jpg,0
../VegetableImages/test/Bean/0136.jpg,0
../VegetableImages/test/Bean/0138.jpg,0
../VegetableImages/test/Bean/0139.jpg,0
../VegetableImages/test/Bean/0140.jpg,0
../VegetableImages/test/Bean/0141.jpg,0
../VegetableImages/test/Bean/0142.jpg,0
../VegetableImages/test/Bean/0143.jpg,0
../VegetableImages/test/Bean/0144.jpg,0
../VegetableImages/test/Bean/0145.jpg,0
../VegetableImages/test/Bean/0146.jpg,0
