Imagepath,Label
../VegetableImages/train/Bean/0601.jpg,0
../VegetableImages/train/Bean/0026.jpg,0
../VegetableImages/train/Bean/0028.jpg,0
../VegetableImages/train/Bean/0029.jpg,0
../VegetableImages/train/Bean/0030.jpg,0
../VegetableImages/train/Bean/0034.jpg,0
../VegetableImages/train/Bean/0035.jpg,0
../VegetableImages/train/Bean/0036.jpg,0
../VegetableImages/train/Bean/0037.jpg,0
../VegetableImages/train/Bean/0039.jpg,0
../VegetableImages/train/Bean/0041.jpg,0
../VegetableImages/train/Bean/0045.jpg,0
../VegetableImages/train/Bean/0047.jpg,0
../VegetableImages/train/Bean/0055.jpg,0
../VegetableImages/train/Bean/0058.jpg,0
../VegetableImages/train/Bean/0061.jpg,0
../VegetableImages/train/Bean/0063.jpg,0
../VegetableImages/train/Bean/0064.jpg,0
../VegetableImages/train/Bean/0065.jpg,0
../VegetableImages/train/Bean/0066.jpg,0
../VegetableImages/train/Bean/0068.jpg,0
../VegetableImages/train/Bean/0069.jpg,0
../VegetableImages/train/Bean/0070.jpg,0
../VegetableImages/train/Bean/0071.jpg,0
../VegetableImages/train/Bean/0072.jpg,0
../VegetableImages/train/Bean/0073.jpg,0
../VegetableImages/train/Bean/0074.jpg,0
../VegetableImages/train/Bean/0075.jpg,0
../VegetableImages/train/Bean/0076.jpg,0
../VegetableImages/train/Bean/0077.jpg,0
../VegetableImages/train/Bean/0078.jpg,0
../VegetableImages/train/Bean/0079.jpg,0
../VegetableImages/train/Bean/0080.jpg,0
../VegetableImages/train/Bean/0081.jpg,0
../VegetableImages/train/Bean/0082.jpg,0
../VegetableImages/train/Bean/0083.jpg,0
../VegetableImages/train/Bean/0084.jpg,0
../VegetableImages/train/Bean/0085.jpg,0
../VegetableImages/train/Bean/0086.jpg,0
../VegetableImages/train/Bean/0088.jpg,0
../VegetableImages/train/Bean/0089.jpg,0
../VegetableImages/train/Bean/0090.jpg,0
../VegetableImages/train/Bean/0091.jpg,0
../VegetableImages/train/Bean/0092.jpg,0
../VegetableImages/train/Bean/0093.jpg,0
../VegetableImages/train/Bean/0094.jpg,0
